score_mode,lookback,holding_period,return_col,top_n,bottom_n,periods,mean_return,annualized_return,annualized_volatility,sharpe_ratio,standard_error,t_stat,max_drawdown,calmar_ratio,hit_rate,turnover,fee_drag,skew,kurtosis,id,mode_label,timeframe,timeframe_label
futures_mom,24,120,futures_return,1,1,112.0,0.0010601187419965,0.0551261745838225,0.0813096723625245,0.6779780680709045,0.0010654462077057,0.9949997797442496,-0.1017605936907328,0.5417241840329674,0.5178571428571429,3.4107142857142856,0.0191,1.2121118796810846,3.454165924793573,futures_mom|J=24|K=120,Momentum จาก futures price,1h,1H common window
futures_plus_basis,30,30,futures_return,1,1,120.0,0.0003411338176478,0.0177389585176861,0.094204256491553,0.1883031529395567,0.001192554488698,0.2860530238917984,-0.1033201529095204,0.1716892398835348,0.4416666666666666,2.6666666666666665,0.016,0.9558691318621522,3.0888359301313697,futures_plus_basis|J=30|K=30,Combined momentum + basis,4h,4H resampled common window
futures_mom,1,21,futures_return,1,1,34.0,0.0051164993162332,0.0633471343914595,0.0924523984187853,0.6851864902899922,0.0045061090438488,1.1354583891434218,-0.0763863771627577,0.8292988454798003,0.5882352941176471,3.176470588235294,0.0054,1.8143603710842184,4.330562981931198,futures_mom|J=1|K=21,Momentum จาก futures price,1d,1D resampled common window
futures_mom,6,3,futures_return,1,1,7.0,0.0266106097721387,0.1064424390885548,0.0473191747092288,2.2494567951075215,0.0089424834661026,2.975751632419439,0.0,0.0,0.8571428571428571,2.2857142857142856,0.0008,-0.0753842253880854,0.1855527918601263,futures_mom|J=6|K=3,Momentum จาก futures price,1m,1M resampled common window
